Date,User_ID,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml)
2024-08-20,9047,Carrot,Vegetables,330,6.7,26.9,31.5,9.1,13.4,115,167,Breakfast,533
2024-08-09,9675,Cheese,Dairy,469,45.0,91.5,6.0,4.7,38.0,810,215,Breakfast,960
2024-12-28,3138,Yogurt,Dairy,566,36.4,45.7,5.5,5.6,8.6,326,69,Snack,397
2024-01-03,4899,Orange,Fruits,139,19.6,40.1,5.5,9.0,32.1,372,68,Snack,494
2024-11-12,8560,Pasta,Grains,151,11.6,35.6,17.9,4.1,20.8,10,69,Lunch,481
2024-08-22,2181,Milkshake,Beverages,215,10.5,63.2,45.2,6.1,16.5,644,133,Snack,868
2024-02-20,2424,Milk,Dairy,299,47.2,27.3,41.2,9.9,21.8,0,107,Lunch,622
2024-10-26,3366,Chips,Snacks,399,22.5,59.5,11.6,8.4,20.8,362,97,Lunch,282
2024-12-22,1141,Oats,Grains,368,23.4,40.8,2.1,3.5,30.1,605,300,Snack,413
2024-06-10,8125,Cookies,Snacks,334,17.0,78.2,25.2,0.2,23.8,494,128,Breakfast,817
2024-02-24,5143,Coffee,Beverages,87,24.8,83.7,48.8,5.1,2.9,697,270,Snack,198
2024-09-01,3418,Tomato,Vegetables,415,42.1,38.6,25.2,8.5,18.7,834,124,Dinner,786
2024-09-11,4434,Apple,Fruits,110,30.4,5.6,42.8,5.0,34.7,68,187,Snack,697
2024-12-16,4521,Coffee,Beverages,265,38.4,17.0,18.4,7.6,18.2,792,35,Breakfast,685
2024-07-18,2747,Strawberry,Fruits,94,30.3,81.7,28.2,8.7,17.7,242,173,Dinner,191
2024-06-18,2781,Bread,Grains,586,19.6,21.8,7.2,5.3,14.0,14,66,Lunch,509
2024-02-03,1239,Green Tea,Beverages,178,19.1,71.4,29.2,2.9,48.5,573,173,Snack,931
2024-10-23,3454,Oats,Grains,500,12.1,61.6,17.5,4.7,21.9,648,50,Dinner,755
2024-10-21,6335,Potato,Vegetables,485,26.4,53.9,48.7,0.7,42.3,946,37,Snack,748
2024-01-26,2470,Potato,Vegetables,383,30.3,85.7,46.6,3.5,4.5,269,235,Snack,520
2024-07-29,7729,Pasta,Grains,498,29.5,27.8,21.8,9.5,13.0,430,98,Dinner,119
2024-08-06,3726,Rice,Grains,218,7.4,79.2,6.3,6.4,45.4,754,223,Breakfast,553
2024-03-27,1918,Popcorn,Snacks,401,30.8,67.3,40.9,8.6,7.0,552,241,Snack,968
2024-06-26,5547,Broccoli,Vegetables,501,36.5,6.2,24.3,5.8,14.0,383,37,Dinner,812
2024-04-20,5069,Cookies,Snacks,514,46.6,93.5,38.1,1.1,35.9,508,39,Dinner,380
2024-05-04,5412,Popcorn,Snacks,266,26.6,46.5,29.3,2.4,45.1,501,239,Snack,921
2024-01-16,981,Popcorn,Snacks,520,12.8,54.4,30.5,8.5,28.6,308,98,Dinner,752
2024-03-20,2721,Eggs,Meat,395,42.7,27.5,46.9,4.1,32.3,633,156,Lunch,188
2024-11-05,8249,Green Tea,Beverages,478,27.3,64.2,40.9,6.2,14.3,763,258,Dinner,615
2024-03-28,3892,Bread,Grains,382,8.9,75.0,32.5,5.6,33.4,432,228,Dinner,996
2024-07-19,9030,Milkshake,Beverages,429,11.9,45.5,29.2,7.2,16.7,761,263,Breakfast,524
2024-11-10,312,Water,Beverages,355,16.8,76.5,41.9,4.2,12.8,323,230,Snack,689
2024-06-12,4114,Eggs,Meat,103,14.8,7.7,20.8,6.4,38.6,516,213,Dinner,409
2024-10-16,7633,Butter,Dairy,364,19.7,78.4,31.5,5.3,45.0,101,65,Lunch,337
2024-01-05,4351,Cookies,Snacks,326,13.8,84.7,47.4,9.7,27.7,896,58,Breakfast,531
2024-09-02,555,Yogurt,Dairy,242,34.3,56.7,8.9,4.0,22.1,508,270,Breakfast,403
2024-08-12,4308,Butter,Dairy,497,25.2,27.7,27.4,0.1,25.3,21,274,Breakfast,401
2024-04-12,2582,Eggs,Meat,358,39.8,97.1,3.9,2.2,39.2,392,259,Lunch,493
2024-04-10,1212,Butter,Dairy,598,48.3,38.5,48.0,6.1,16.7,211,260,Lunch,716
2024-04-04,4936,Beef Steak,Meat,433,39.3,39.7,9.7,9.7,2.4,875,115,Dinner,516
2024-05-30,6142,Water,Beverages,318,17.4,35.3,48.8,4.1,28.1,670,34,Lunch,225
2024-10-25,7410,Broccoli,Vegetables,169,15.0,32.3,27.3,9.5,6.6,512,224,Dinner,801
2024-11-21,176,Coffee,Beverages,200,35.3,50.5,48.9,1.6,15.1,537,232,Lunch,365
2024-04-25,7621,Grapes,Fruits,144,20.4,63.3,6.1,8.1,43.3,101,46,Snack,197
2024-01-09,1075,Milk,Dairy,454,5.5,78.5,47.8,3.3,26.4,837,202,Dinner,917
2024-05-27,6760,Yogurt,Dairy,378,9.2,89.1,34.1,3.4,35.1,124,165,Breakfast,534
2024-04-12,1792,Chips,Snacks,251,24.3,88.5,26.4,5.8,19.9,208,33,Dinner,947
2024-12-10,4748,Cheese,Dairy,264,37.4,88.1,46.0,6.7,24.3,692,297,Snack,452
2024-04-20,4183,Quinoa,Grains,276,40.7,90.9,46.3,1.9,49.1,984,50,Breakfast,451
2024-05-13,5380,Salmon,Meat,469,38.3,96.4,10.7,3.6,30.2,39,6,Snack,744
2024-05-20,9869,Grapes,Fruits,168,1.3,89.4,27.3,8.7,25.2,212,262,Snack,785
2024-04-11,7178,Salmon,Meat,429,34.7,38.5,30.0,8.6,0.6,690,239,Lunch,849
2024-03-20,9911,Potato,Vegetables,217,17.3,44.1,19.4,8.7,7.4,637,200,Lunch,767
2024-07-15,8057,Grapes,Fruits,453,15.9,23.2,7.2,4.1,36.0,324,273,Lunch,509
2024-12-14,8821,Spinach,Vegetables,118,35.0,69.0,38.9,6.6,19.1,668,71,Breakfast,108
2024-12-22,4311,Tomato,Vegetables,147,12.4,23.4,42.3,2.9,32.2,756,215,Breakfast,317
2024-12-30,9504,Rice,Grains,529,29.7,41.2,34.3,8.3,22.9,674,174,Breakfast,115
2024-07-25,8436,Cheese,Dairy,249,17.2,65.0,14.5,3.5,24.3,157,246,Dinner,791
2024-07-10,3916,Eggs,Meat,125,35.9,22.0,47.9,2.7,21.1,212,189,Breakfast,884
2024-02-02,9482,Tomato,Vegetables,483,40.4,62.4,47.1,0.1,10.9,346,271,Snack,550
2024-10-17,972,Salmon,Meat,64,13.6,76.2,18.0,3.2,40.4,351,219,Breakfast,790
2024-01-13,4590,Bread,Grains,586,30.0,37.0,30.0,0.0,31.7,494,149,Breakfast,725
2024-08-16,2700,Quinoa,Grains,331,9.1,75.7,16.1,1.9,21.7,190,0,Snack,243
2024-01-12,1583,Strawberry,Fruits,202,48.0,12.4,42.8,8.3,3.5,325,171,Dinner,490
2024-09-20,7641,Quinoa,Grains,156,43.7,40.7,42.7,9.6,34.9,108,143,Dinner,143
2024-07-08,7246,Orange Juice,Beverages,441,23.6,70.2,10.0,5.5,32.6,767,158,Dinner,575
2024-05-06,2788,Apple,Fruits,564,49.3,22.7,3.5,9.3,9.3,1000,164,Dinner,593
2024-07-13,9662,Salmon,Meat,309,3.3,37.3,3.0,5.3,43.7,988,180,Snack,611
2024-03-12,1301,Oats,Grains,261,35.4,31.8,3.4,9.5,41.1,265,233,Breakfast,199
2024-09-07,7367,Eggs,Meat,500,9.2,19.6,21.3,4.7,23.2,921,8,Snack,141
2024-11-13,4589,Potato,Vegetables,282,37.0,55.1,5.7,9.0,18.9,455,241,Snack,400
2024-04-24,2149,Potato,Vegetables,335,26.2,53.7,32.5,1.4,43.9,776,122,Snack,582
2024-08-09,309,Broccoli,Vegetables,177,14.2,83.1,13.4,2.7,7.5,791,29,Breakfast,526
2024-06-10,5708,Chicken Breast,Meat,327,46.0,11.2,28.8,2.2,27.9,291,217,Breakfast,892
2024-02-06,2097,Oats,Grains,372,28.4,79.1,35.9,9.1,48.3,359,107,Lunch,840
2024-03-16,7683,Cookies,Snacks,76,9.6,85.0,16.3,0.2,31.3,235,55,Lunch,642
2024-03-11,47,Tomato,Vegetables,85,47.2,52.5,31.3,5.8,27.0,3,130,Breakfast,292
2024-06-14,3799,Orange Juice,Beverages,398,1.1,52.3,32.5,5.5,20.2,923,259,Lunch,978
2024-08-07,8964,Paneer,Dairy,279,4.4,82.2,5.7,2.1,40.5,599,16,Snack,729
2024-12-05,9337,Cheese,Dairy,509,23.2,94.1,38.4,3.5,44.3,804,7,Lunch,900
2024-06-29,617,Chicken Breast,Meat,440,50.0,87.3,45.3,5.3,13.2,256,58,Lunch,425
2024-07-03,4477,Broccoli,Vegetables,150,42.0,18.1,39.5,6.2,11.9,424,93,Dinner,399
2024-10-26,6152,Paneer,Dairy,450,35.8,93.1,29.7,5.2,22.8,869,274,Snack,202
2024-05-06,7829,Broccoli,Vegetables,430,2.3,30.0,26.0,1.3,30.8,345,277,Dinner,831
2024-12-19,6338,Quinoa,Grains,438,17.5,65.3,15.3,0.6,21.3,118,188,Dinner,404
2024-02-05,8203,Coffee,Beverages,314,10.9,90.8,11.4,6.5,4.7,445,179,Lunch,576
2024-06-21,5457,Apple,Fruits,341,17.2,42.1,49.9,9.4,47.4,267,213,Lunch,217
2024-09-12,6029,Quinoa,Grains,523,14.0,30.4,42.0,5.7,26.5,433,142,Dinner,606
2024-09-04,9276,Eggs,Meat,217,31.2,35.8,49.1,4.7,40.0,976,108,Dinner,792
2024-02-24,9099,Pasta,Grains,97,7.2,34.1,6.9,7.0,24.5,992,129,Snack,150
2024-10-22,4366,Nuts,Snacks,417,18.2,82.8,39.0,10.0,21.6,66,230,Dinner,708
2024-04-20,9580,Milkshake,Beverages,538,9.8,5.6,37.2,8.1,47.8,273,114,Breakfast,127
2024-11-26,8279,Pork Chop,Meat,290,10.3,69.2,22.4,6.6,48.6,716,180,Breakfast,704
2024-07-28,4142,Paneer,Dairy,428,26.5,58.1,13.9,3.2,31.1,16,280,Lunch,835
2024-07-03,5770,Strawberry,Fruits,521,37.5,17.8,2.4,5.0,48.5,441,132,Lunch,479
2024-12-24,327,Banana,Fruits,176,47.9,60.0,5.6,5.5,31.1,464,274,Dinner,367
2024-10-16,790,Apple,Fruits,547,44.3,97.1,23.2,6.6,31.8,212,32,Dinner,166
2024-08-28,6013,Eggs,Meat,455,23.0,14.0,16.3,4.1,34.9,936,235,Lunch,219
2024-12-27,5232,Butter,Dairy,469,38.1,26.2,14.4,6.5,28.5,21,189,Lunch,447
2024-01-25,6199,Paneer,Dairy,237,21.6,20.8,48.2,5.6,38.6,294,78,Breakfast,787
2024-12-23,771,Rice,Grains,493,26.7,5.3,33.5,6.5,5.2,400,122,Snack,810
2024-10-25,9928,Apple,Fruits,279,9.9,78.4,28.7,0.5,40.7,507,96,Lunch,375
2024-05-05,1506,Chocolate,Snacks,217,37.3,86.6,23.3,2.7,23.1,707,280,Dinner,776
2024-04-03,5022,Nuts,Snacks,53,14.7,95.7,18.3,7.8,25.0,748,246,Lunch,319
2024-08-12,7380,Cookies,Snacks,535,44.6,58.9,30.2,7.1,42.3,721,295,Breakfast,686
2024-12-26,53,Paneer,Dairy,144,45.7,19.0,48.5,6.9,18.2,460,32,Snack,201
2024-08-09,5254,Cheese,Dairy,450,8.5,45.2,49.3,1.2,44.0,182,61,Lunch,717
2024-07-23,4436,Chocolate,Snacks,381,23.6,94.1,35.1,3.1,32.3,162,185,Lunch,603
2024-08-04,7545,Milkshake,Beverages,283,15.8,85.0,19.4,5.7,39.5,690,147,Lunch,310
2024-09-24,6649,Quinoa,Grains,75,12.6,28.4,8.9,5.3,30.4,952,136,Lunch,442
2024-09-25,4322,Cheese,Dairy,395,24.1,7.6,13.1,5.1,30.7,336,51,Breakfast,657
2024-03-23,1787,Pasta,Grains,148,31.9,32.8,9.6,5.6,19.3,978,32,Lunch,324
2024-12-15,5353,Yogurt,Dairy,396,19.6,88.7,27.2,3.7,9.3,209,153,Breakfast,205
2024-09-28,8017,Nuts,Snacks,154,31.1,47.6,38.5,1.2,16.5,356,152,Breakfast,890
2024-06-12,5526,Butter,Dairy,267,30.4,44.9,18.0,5.5,26.2,241,9,Dinner,274
2024-12-06,7186,Yogurt,Dairy,547,11.4,54.0,24.4,8.6,25.1,676,259,Breakfast,217
2024-03-02,2574,Eggs,Meat,375,3.8,70.1,32.8,0.6,30.8,192,184,Breakfast,911
2024-11-02,669,Yogurt,Dairy,64,22.5,55.1,22.7,6.9,1.1,443,100,Breakfast,338
2024-05-17,1777,Butter,Dairy,430,17.6,5.8,42.8,7.6,18.6,983,15,Snack,373
2024-07-14,7193,Popcorn,Snacks,352,11.8,95.0,3.8,4.4,45.8,284,287,Snack,843
2024-10-26,1199,Eggs,Meat,381,18.9,10.4,5.0,1.1,17.5,509,248,Dinner,236
2024-10-16,6164,Eggs,Meat,240,5.0,18.8,5.3,4.0,43.9,610,48,Breakfast,207
2024-09-10,6600,Chicken Breast,Meat,582,15.3,20.9,4.9,0.7,32.6,219,114,Breakfast,729
2024-12-12,8655,Yogurt,Dairy,579,34.6,32.4,46.9,7.1,0.8,381,15,Dinner,855
2024-01-24,8911,Coffee,Beverages,351,1.7,73.5,42.6,3.1,25.6,842,38,Snack,369
2024-11-28,1020,Bread,Grains,480,11.4,69.7,28.2,6.6,14.4,801,155,Snack,657
2024-04-05,132,Potato,Vegetables,147,28.0,89.4,1.3,1.0,45.1,146,126,Lunch,466
2024-02-27,6820,Potato,Vegetables,562,18.8,28.4,37.4,8.7,13.5,732,234,Dinner,294
2024-10-06,2887,Milkshake,Beverages,278,40.4,50.1,45.9,5.7,13.5,765,149,Dinner,177
2024-06-16,8074,Spinach,Vegetables,460,41.0,70.2,13.4,8.2,10.8,610,63,Dinner,258
2024-12-14,8021,Chips,Snacks,355,27.6,61.1,12.3,2.2,31.8,568,288,Snack,363
2024-06-27,49,Nuts,Snacks,197,41.0,54.3,17.8,8.8,34.5,518,287,Dinner,505
2024-02-05,2912,Quinoa,Grains,100,45.8,29.1,34.2,5.7,4.6,148,275,Snack,780
2024-10-26,6116,Coffee,Beverages,166,46.2,85.2,20.8,0.0,34.5,497,147,Dinner,479
2024-10-31,5192,Broccoli,Vegetables,447,34.0,89.5,29.1,5.4,47.0,828,127,Breakfast,485
2024-01-11,3643,Chocolate,Snacks,489,15.1,85.1,36.6,4.0,7.9,33,282,Lunch,187
2024-04-05,9201,Potato,Vegetables,162,49.2,25.1,19.7,0.6,15.5,893,241,Snack,211
2024-05-10,7956,Chocolate,Snacks,89,28.4,49.2,12.8,3.3,0.5,413,136,Dinner,411
2024-06-09,4867,Grapes,Fruits,556,38.0,43.9,39.0,4.5,12.9,163,13,Dinner,204
2024-08-22,2376,Bread,Grains,227,24.3,97.9,46.9,1.0,5.4,482,195,Lunch,963
2024-08-18,2650,Quinoa,Grains,80,39.2,82.4,24.6,3.8,12.4,343,207,Dinner,382
2024-12-04,8946,Banana,Fruits,284,25.4,6.8,35.6,1.4,42.9,557,293,Breakfast,908
2024-07-25,3043,Quinoa,Grains,147,38.6,43.9,20.0,6.6,29.5,46,265,Breakfast,379
2024-09-03,2038,Strawberry,Fruits,153,24.1,98.2,4.0,0.3,36.9,454,13,Lunch,528
2024-05-05,5823,Spinach,Vegetables,136,36.6,52.3,22.4,3.1,7.2,871,71,Lunch,410
2024-11-13,4196,Pasta,Grains,518,10.4,63.3,13.7,4.0,42.5,533,240,Snack,478
2024-04-07,5987,Salmon,Meat,565,1.2,27.7,17.9,8.2,42.7,310,108,Lunch,873
2024-01-04,7405,Pasta,Grains,376,8.5,15.1,11.5,1.0,6.2,887,101,Breakfast,889
2024-05-05,6263,Apple,Fruits,401,12.6,57.7,36.7,4.5,41.5,842,78,Dinner,833
2024-03-23,1177,Popcorn,Snacks,137,2.2,56.4,22.6,0.7,49.7,938,155,Snack,338
2024-08-09,1858,Banana,Fruits,281,6.8,10.2,41.2,3.1,15.6,142,124,Snack,489
2024-12-22,2905,Popcorn,Snacks,261,3.1,63.0,41.5,6.0,37.2,534,99,Lunch,733
2024-09-27,7788,Pasta,Grains,476,22.1,5.6,19.4,3.6,26.8,977,167,Lunch,898
2024-08-23,4350,Orange Juice,Beverages,535,33.4,81.4,9.8,4.1,13.6,166,273,Lunch,559
2024-02-01,8652,Carrot,Vegetables,391,46.4,82.2,25.3,3.8,49.5,359,285,Breakfast,367
2024-12-24,1898,Milk,Dairy,207,9.1,84.6,14.0,2.9,9.6,74,76,Snack,438
2024-10-29,658,Pasta,Grains,320,29.2,50.0,36.3,0.8,34.9,732,61,Lunch,890
2024-04-26,845,Orange,Fruits,383,42.9,72.7,43.0,8.1,4.2,266,252,Snack,515
2024-06-22,3281,Paneer,Dairy,257,3.9,36.1,39.2,0.6,44.2,134,228,Lunch,605
2024-09-07,1117,Pork Chop,Meat,69,29.4,58.3,7.6,6.0,30.3,899,108,Dinner,563
2024-12-12,5216,Salmon,Meat,130,16.1,21.9,47.5,3.3,22.7,628,194,Breakfast,934
2024-04-23,3749,Milkshake,Beverages,210,25.9,82.0,16.3,5.6,30.4,177,16,Breakfast,495
2024-10-24,6754,Butter,Dairy,353,17.0,48.4,34.1,6.6,9.4,770,165,Lunch,265
2024-11-06,8542,Grapes,Fruits,179,8.7,78.8,32.4,3.8,44.9,380,248,Breakfast,724
2024-10-13,2467,Pasta,Grains,529,16.5,69.0,20.7,2.3,2.9,883,174,Lunch,462
2024-08-04,6529,Tomato,Vegetables,222,24.3,35.2,29.2,6.8,45.0,515,135,Dinner,237
2024-01-01,9249,Salmon,Meat,537,43.4,8.4,1.3,2.5,46.5,230,6,Snack,829
2024-09-02,4347,Water,Beverages,481,9.7,45.0,6.0,6.4,41.2,593,18,Dinner,117
2024-09-10,6576,Bread,Grains,340,37.2,32.1,6.2,0.7,10.6,878,156,Lunch,704
2024-06-28,7435,Paneer,Dairy,289,21.3,83.4,29.2,5.3,16.8,878,39,Snack,441
2024-11-15,2307,Nuts,Snacks,466,8.7,25.6,32.8,9.9,0.5,114,19,Breakfast,316
2024-08-01,8549,Rice,Grains,524,14.1,10.3,43.7,9.5,10.6,770,81,Lunch,183
2024-06-13,4223,Green Tea,Beverages,276,16.3,29.6,24.8,7.0,38.0,479,106,Snack,264
2024-10-27,9940,Beef Steak,Meat,190,38.1,24.6,31.1,6.4,5.0,147,17,Breakfast,960
2024-06-04,3579,Orange,Fruits,61,43.9,44.4,1.1,4.6,7.6,689,44,Lunch,362
2024-05-05,1238,Green Tea,Beverages,276,45.9,80.4,21.7,1.5,16.1,995,149,Dinner,175
2024-07-13,3858,Orange Juice,Beverages,61,17.9,39.3,18.3,4.5,26.7,163,241,Lunch,936
2024-12-09,4416,Coffee,Beverages,208,13.6,14.8,48.7,4.8,48.8,411,275,Lunch,180
2024-03-31,5702,Bread,Grains,515,21.8,65.4,14.5,7.9,11.1,944,296,Lunch,481
2024-11-03,7203,Quinoa,Grains,490,16.1,81.6,20.7,0.2,19.3,22,276,Breakfast,698
2024-10-22,3427,Spinach,Vegetables,236,44.1,89.3,11.3,0.9,26.2,425,53,Lunch,780
2024-09-09,9902,Yogurt,Dairy,455,11.3,6.8,16.3,9.3,8.7,927,38,Breakfast,222
2024-12-22,3838,Rice,Grains,120,30.8,11.4,26.0,6.9,45.8,897,151,Lunch,485
2024-12-27,7839,Beef Steak,Meat,391,16.3,23.6,1.5,0.5,3.4,221,25,Snack,959
2024-10-15,4365,Pork Chop,Meat,165,8.0,59.2,36.8,2.1,30.9,951,182,Snack,754
2024-12-17,4055,Eggs,Meat,405,5.0,80.2,40.1,1.7,1.1,537,33,Lunch,771
2024-12-22,4813,Paneer,Dairy,459,40.0,90.4,18.0,0.0,26.1,26,260,Dinner,732
2024-10-09,728,Quinoa,Grains,576,16.6,89.0,24.2,5.3,40.5,146,275,Snack,858
2024-04-27,8783,Orange,Fruits,452,19.9,24.7,14.2,3.7,43.3,137,224,Breakfast,305
2024-07-09,622,Orange,Fruits,592,8.7,61.2,45.2,1.4,6.7,930,96,Dinner,830
2024-11-29,6659,Grapes,Fruits,393,10.0,75.7,16.4,8.6,42.2,549,83,Lunch,861
2024-03-06,6457,Milkshake,Beverages,594,3.9,56.3,39.1,5.2,40.7,273,183,Dinner,623
2024-08-11,9274,Nuts,Snacks,361,13.2,32.4,37.2,1.7,8.9,363,132,Dinner,691
2024-12-21,9831,Milkshake,Beverages,384,9.3,13.8,5.9,7.9,27.1,441,115,Breakfast,795
2024-10-27,3398,Pork Chop,Meat,585,37.3,44.0,37.9,4.6,35.1,421,18,Snack,529
2024-06-08,2439,Oats,Grains,98,19.3,46.5,42.6,2.1,47.6,411,280,Snack,634
2024-06-17,9977,Bread,Grains,227,48.4,71.3,42.2,3.1,39.8,416,119,Lunch,870
2024-01-03,5163,Orange Juice,Beverages,215,25.5,20.8,45.5,2.5,27.4,864,82,Dinner,303
2024-03-21,4860,Banana,Fruits,456,12.2,73.3,10.7,1.5,17.3,6,49,Lunch,378
2024-05-08,5488,Pasta,Grains,145,33.2,99.1,41.7,2.3,25.0,175,134,Dinner,957
2024-02-27,8400,Chicken Breast,Meat,195,12.7,46.0,12.6,1.5,44.2,342,17,Snack,664
2024-01-16,2106,Broccoli,Vegetables,266,11.2,42.4,23.0,1.8,9.2,414,211,Breakfast,167
2024-01-15,7207,Chicken Breast,Meat,452,28.3,62.7,11.0,2.2,22.7,87,77,Dinner,669
2024-05-31,4811,Water,Beverages,438,26.8,78.4,21.9,8.8,43.5,194,39,Dinner,985
2024-01-29,3257,Quinoa,Grains,309,25.1,92.0,14.0,1.0,1.5,791,180,Breakfast,161
2024-07-13,5236,Quinoa,Grains,51,38.1,31.0,4.6,5.6,46.7,320,20,Lunch,208
2024-08-05,4039,Strawberry,Fruits,495,5.9,93.9,8.9,1.9,47.3,955,58,Breakfast,919
2024-03-01,5619,Potato,Vegetables,518,39.8,52.7,37.9,0.6,2.8,671,177,Lunch,306
2024-11-23,290,Bread,Grains,558,18.3,81.6,16.5,1.2,42.5,817,203,Lunch,292
2024-03-09,5766,Bread,Grains,502,33.0,64.8,36.3,5.1,46.5,767,207,Lunch,470
2024-08-04,4356,Salmon,Meat,510,16.8,85.1,46.8,0.1,11.8,531,43,Dinner,572
2024-12-20,1124,Popcorn,Snacks,597,7.3,92.0,11.1,6.4,49.8,971,141,Breakfast,538
2024-10-09,1280,Pasta,Grains,50,10.3,93.7,37.6,5.9,45.8,464,238,Snack,165
2024-03-28,8244,Tomato,Vegetables,540,46.3,19.1,17.5,6.4,13.2,451,241,Lunch,722
2024-09-07,3490,Quinoa,Grains,531,42.3,29.3,9.4,6.7,21.7,328,113,Snack,429
2024-03-05,729,Broccoli,Vegetables,478,15.3,22.1,48.4,0.2,16.7,850,174,Breakfast,284
2024-10-20,8255,Chips,Snacks,577,24.1,75.5,3.3,0.2,33.2,419,265,Dinner,180
2024-07-23,6698,Strawberry,Fruits,380,41.0,19.6,45.2,8.8,10.5,743,251,Lunch,968
2024-07-08,2520,Nuts,Snacks,383,6.2,8.0,30.5,5.2,24.0,621,237,Lunch,359
2024-10-14,4012,Chicken Breast,Meat,343,37.2,79.3,44.7,9.4,15.6,470,122,Lunch,941
2024-11-02,1936,Popcorn,Snacks,72,22.5,88.0,13.3,9.2,41.4,395,62,Lunch,942
2024-09-27,2502,Banana,Fruits,290,3.3,49.3,27.5,0.1,23.6,544,299,Breakfast,150
2024-09-07,4994,Water,Beverages,219,40.1,29.1,20.9,4.2,18.2,960,31,Lunch,275
2024-04-14,4096,Cheese,Dairy,203,2.0,97.4,32.8,2.1,4.4,913,239,Breakfast,586
2024-07-04,6170,Pork Chop,Meat,456,24.9,82.5,30.9,4.7,48.9,348,150,Breakfast,703
2024-01-16,3261,Chocolate,Snacks,253,16.0,97.7,2.8,2.6,47.5,519,206,Dinner,988
2024-06-08,201,Quinoa,Grains,141,44.9,67.7,8.9,6.3,44.9,802,64,Lunch,815
2024-11-04,8894,Potato,Vegetables,216,31.9,33.5,27.7,1.8,33.4,692,167,Breakfast,568
2024-06-27,8859,Pork Chop,Meat,320,24.2,93.2,30.6,3.4,18.2,604,57,Breakfast,714
2024-04-07,8698,Strawberry,Fruits,403,1.4,65.8,18.4,1.5,30.3,808,136,Breakfast,305
2024-07-17,129,Carrot,Vegetables,564,6.5,89.2,29.2,7.5,20.1,341,108,Breakfast,982
2024-01-17,9763,Cookies,Snacks,159,39.6,61.1,37.9,6.3,49.3,96,90,Dinner,278
2024-02-08,1930,Orange,Fruits,307,17.3,58.2,12.6,6.9,16.1,995,95,Snack,768
2024-02-29,4571,Green Tea,Beverages,405,46.4,49.7,32.9,4.8,48.8,570,168,Dinner,377
2024-08-18,4168,Pork Chop,Meat,130,18.3,84.3,18.6,2.7,50.0,938,244,Snack,742
2024-08-03,3863,Milk,Dairy,384,23.7,98.7,21.2,2.1,12.1,696,116,Lunch,440
2024-01-15,2079,Yogurt,Dairy,599,36.5,70.8,28.9,6.8,15.6,886,288,Breakfast,526
2024-08-27,6115,Green Tea,Beverages,403,13.7,31.8,20.1,1.1,29.5,605,77,Lunch,314
2024-08-25,9098,Green Tea,Beverages,445,34.0,34.1,26.8,7.8,32.5,47,126,Snack,720
2024-03-12,9879,Cookies,Snacks,543,25.4,74.9,1.8,3.1,19.5,280,44,Breakfast,427
2024-12-26,4155,Potato,Vegetables,538,5.8,8.2,6.8,6.5,13.8,285,285,Lunch,486
2024-04-03,4719,Salmon,Meat,512,27.9,93.1,26.2,5.4,10.8,639,80,Snack,962
2024-03-13,7216,Orange Juice,Beverages,446,47.0,91.5,1.5,5.7,45.8,481,173,Dinner,553
2024-10-18,6871,Coffee,Beverages,332,21.3,20.2,43.3,6.9,47.0,709,289,Dinner,640
2024-09-13,2573,Coffee,Beverages,208,10.1,75.1,26.9,7.2,2.7,205,22,Breakfast,420
2024-01-03,1031,Paneer,Dairy,528,21.9,53.6,45.8,2.3,8.0,49,98,Dinner,655
2024-09-25,95,Water,Beverages,146,21.9,56.6,47.1,5.4,8.6,192,185,Breakfast,582
2024-04-07,2257,Butter,Dairy,141,7.4,95.6,31.2,6.9,5.6,595,288,Snack,421
2024-07-26,4853,Broccoli,Vegetables,376,45.6,57.9,6.8,3.1,15.8,320,31,Breakfast,650
2024-01-19,6662,Salmon,Meat,79,19.0,81.5,24.0,9.3,11.0,116,55,Snack,136
2024-03-03,1,Cheese,Dairy,499,8.6,97.1,4.9,5.7,0.6,681,8,Snack,307
2024-02-06,8998,Spinach,Vegetables,289,16.3,41.8,15.2,3.5,43.1,716,129,Breakfast,903
2024-10-15,1941,Milk,Dairy,66,41.7,30.4,24.6,0.1,27.1,136,201,Dinner,101
2024-05-05,4814,Coffee,Beverages,188,2.3,90.7,7.1,6.7,15.8,42,138,Lunch,268
2024-12-11,8879,Strawberry,Fruits,199,2.7,43.6,46.5,6.5,26.0,314,115,Breakfast,639
2024-04-26,9849,Bread,Grains,270,22.7,75.6,46.8,9.3,0.1,186,230,Dinner,338
2024-09-25,4558,Paneer,Dairy,353,26.6,73.0,3.9,7.6,14.0,56,154,Lunch,188
2024-03-11,1807,Carrot,Vegetables,576,40.9,72.2,47.5,5.7,10.0,490,76,Breakfast,427
2024-07-29,9324,Apple,Fruits,371,36.3,53.5,2.1,5.8,43.1,241,159,Dinner,102
2024-12-06,2042,Spinach,Vegetables,183,49.1,5.9,21.5,4.4,14.4,105,296,Lunch,862
2024-12-12,4363,Chips,Snacks,441,42.3,82.7,5.2,9.2,22.6,605,260,Dinner,154
2024-03-17,5683,Coffee,Beverages,209,2.0,89.3,2.9,5.0,46.9,645,263,Lunch,346
